Edition,Publisher,Base/Expansion,Deck,Number,Type,Player(s),Name,Cost,VPs,Prerequisites,Passing Left,Card Category (Revised only),Text
Revised,Lookout,Consul Dirigens Expansion,D,97,Occupation,1+,Begging Student,,,,,Actions Booster,"When you play this card, you must immediately take 1 begging marker. At the start of each harvest, you can play 1 occupation without paying an occupation cost."
Revised,Lookout,Consul Dirigens Expansion,D,98,Occupation,1+,Transactor,,,,,Points Provider,"Immediately before the final harvest at the end of round 14, you can take all the building resources that are left on the entire game board."
Revised,Lookout,Consul Dirigens Expansion,D,101,Occupation,1+,Sugar Baker,,,,,Points Provider,"Each time after you use the ""Grain Utilization"" action space, you can buy 1 bonus point for 1 food. Place the food on the action space (for the next visitor)."
Revised,Lookout,Consul Dirigens Expansion,D,104,Occupation,1+,Cultivator,,,,,Goods Provider,"For each new field tile you get, you also get 1 wood and 1 food."
Revised,Lookout,Consul Dirigens Expansion,D,107,Occupation,1+,Bellfounder,,,,,Food Provider,"In the returning home phase of each round, if you have at least 1 clay, you can use this card to discard all of your clay and get your choice of 3 food or 1 bonus point."
Revised,Lookout,Consul Dirigens Expansion,D,108,Occupation,1+,Stone Carver,,,,,Food Provider,"Each harvest, you can use this card to turn exactly 1 stone into 3 food."
Revised,Lookout,Consul Dirigens Expansion,D,111,Occupation,1+,Interior Decorator,,,,,Food Provider,"Each time you renovate, place 1 food on each of the next 6 round spaces. At the start of these rounds, you get the food."
Revised,Lookout,Consul Dirigens Expansion,D,114,Occupation,1+,Seed Trader,,,,,Crop Provider,Place 2 grain and 2 vegetables on this card. You can buy them at any time. Each grain costs 2 food; each vegetable costs 3 food.
Revised,Lookout,Consul Dirigens Expansion,D,115,Occupation,1+,Fodder Planter,,,,,Crop Provider,"In the breeding phase of each harvest, for each newborn animal you get, you can sow crops in exactly 1 field."
Revised,Lookout,Consul Dirigens Expansion,D,118,Occupation,1+,Bonehead,,,,,Building Resource Provider,"When you play this card, immediately place 6 wood on it. Immediately after each time you play a card from your hand, including this one, you get 1 wood from this card."
Revised,Lookout,Consul Dirigens Expansion,D,119,Occupation,1+,Wood Barterer,,,,,Building Resource Provider,"Each time before you use an action space with a ""Build Fences"" or ""Build Rooms"" action, you can choose to either get 2 wood or exchange up to 2 wood for 1 reed each."
Revised,Lookout,Consul Dirigens Expansion,D,120,Occupation,1+,Clay Deliveryman,,,,,Building Resource Provider,"Place 1 clay on each remaining space for rounds 6 to 14. At the start of these rounds, you get the clay."
Revised,Lookout,Consul Dirigens Expansion,D,121,Occupation,1+,Clay Plasterer,,,,,Building Resource Provider,Renovating to clay only costs you exactly 1 clay and 1 reed. Each clay room only costs you 3 clay and 2 reed to build.
Revised,Lookout,Consul Dirigens Expansion,D,132,Occupation,3+,Hide Farmer,,,,,Points Provider,"During scoring, you can pay 1 food each for any number of unused farmyard spaces. If you do, you do not lose points for these spaces."
Revised,Lookout,Consul Dirigens Expansion,D,141,Occupation,3+,Seed Seller,,,,,Crop Provider,"When you play this card, you immediately get 1 grain. Each time you use the ""Grain Seeds"" action space, you get 1 additional grain."
Revised,Lookout,Consul Dirigens Expansion,D,146,Occupation,3+,Porter,,,,,Building Resource Provider,"Each time you take at least 4 of the same building resource from an accumulation space, you get 1additional building resource of the accumulating type and 1 food."
Revised,Lookout,Consul Dirigens Expansion,D,152,Occupation,4+,Patron,,,,,Actions Booster,"Immediately before each time you play an occupation after this one (even before paying the occupation cost), you get 2 food."
Revised,Lookout,Consul Dirigens Expansion,D,158,Occupation,4+,Bean Counter,,,,,Food Provider,"Each time you use an action space on round spaces 1 to 8, place 1 food on this card. Each time this cards has 3 food on it, move the food to your supply."
Revised,Lookout,Consul Dirigens Expansion,D,162,Occupation,4+,Clay Firer,,,,,Building Resource Provider,"When you play this card, you immediately get 2 clay. At any time, you can turn clay into stone: you get 1 stone for 2 clay, and 2 stone for 3 clay."
Revised,Lookout,Consul Dirigens Expansion,D,168,Occupation,4+,Stockman,,,,,Livestock Provider,"When you build your 2nd/3rd/4th stable, you immediately get 1 cattle/wild boar/sheep, even if built on the same turn (but not retroactively)."
Revised,Lookout,Farmers of the Moor,M,1,Major Improvement,,Horse Slaughterhouse,"1 Clay,1 Stone",2,Starts under a Fireplace,,Food Provider,At any time: Sheep → 1 Food; Wild boar → 1 Food; Cattle → 2 Food; Horse → 2 Food
Revised,Lookout,Farmers of the Moor,M,2,Major Improvement,,Horse Slaughterhouse,"1 Clay,1 Stone",2,Starts under a Fireplace,,Food Provider,At any time: Sheep → 1 Food; Wild boar → 1 Food; Cattle → 2 Food; Horse → 2 Food
Revised,Lookout,Farmers of the Moor,M,3,Major Improvement,,Cookhouse,Return Fireplace/Cooking Hearth or 6 Clay,2,Starts under a Cooking Hearth,,Food Provider,"At any time: Vegetable → 3 Food; Sheep → 2 Food; Wild boar → 3 Food; Cattle → 4 Food; Horse → 2 Food ""Bake Bread"" action: Grain → 3 Food"
Revised,Lookout,Farmers of the Moor,M,4,Major Improvement,,Cookhouse,Return Fireplace/Cooking Hearth or 6 Clay,2,Starts under a Cooking Hearth,,Food Provider,"At any time: Vegetable → 3 Food; Sheep → 2 Food; Wild boar → 3 Food; Cattle → 4 Food; Horse → 2 Food ""Bake Bread"" action: Grain → 3 Food"
Revised,Lookout,Farmers of the Moor,M,5,Major Improvement,,Village Church,"2 Wood,4 Stone",4,Starts under the Well,,Points Provider,"Harvest: At most 1 time 1 Fuel → 1 Bonus Point When you build this improvement, you immediately get 2 food."
Revised,Lookout,Farmers of the Moor,M,6,Major Improvement,,Heating Oven,"1 Clay,1 Stone",1,Starts under the Clay Oven,,Goods Provider,"When you build this improvement, you immediately get 2 fuel. When heating your house, you heat 1 room less."
Revised,Lookout,Farmers of the Moor,M,7,Major Improvement,,Tiled Oven,"2 Clay,1 Stone",1,Starts under the Stone Oven,,Goods Provider,You never have to pay more than 1 fuel to heat your house.
Revised,Lookout,Farmers of the Moor,M,8,Major Improvement,,Furniture Stall,"1 Wood,1 Stone",2,Starts under the Joinery,,Building Resource Provider,At any time: 1 Wood → 1 Clay
Revised,Lookout,Farmers of the Moor,M,9,Major Improvement,,Ceramics Stall,"1 Clay,1 Stone",2,Starts under the Pottery,,Building Resource Provider,At any time: 1 Clay → 1 Wood
Revised,Lookout,Farmers of the Moor,M,10,Major Improvement,,Basket Stall,"1 Reed,1 Stone",2,Starts under the Basketmaker's Workshop,,Building Resource Provider,At any time: 1 Reed → 1 Wood/1 Clay/1 Stone
Revised,Lookout,Farmers of the Moor,M,11,Major Improvement,,Peat Charcoal Kiln,1 Stone,1,Starts Face-Up,,Goods Provider,"""Cut Peat"" special action: +1 Fuel if you have exactly 0 horses +2 Fuel if you have at least 1 horse During scoring: At most 1 time 3 Fuel/5 Fuel → 1/2 bonus points"
Revised,Lookout,Farmers of the Moor,M,12,Major Improvement,,Forester's Lodge,"1 Wood,2 Clay",1,Starts Face-Up,,Building Resource Provider,"""Fell Trees"" special action: +1 Wood if you have exactly 0 horses +2 Wood if you have at least 1 horse During scoring: 1 bonus point per forest"
Revised,Lookout,Farmers of the Moor,M,13,Major Improvement,,Museum of the Moors,"1 Clay,1 Reed,1 Stone",3,Stars under the Peat Charcoal Kiln,,Building Resource Provider,These major improvements cost you 1 building resource less: Well 1 Stone; Clay Oven 1 Clay; Joinery 1 Wood; Stone Oven 1 Stone; Pottery 1 Clay; Forester's Lodge 1 Clay; Basketmaker's Workshop 1 Reed
Revised,Lookout,Farmers of the Moor,M,14,Major Improvement,,Riding Stables,"2 Wood,1 Clay,1 Reed",3,Starts under the Forester's Lodge,,Food Provider,"Place 1 food on each remaining round space. At the start of these rounds, if you then have at least 2 horses, you get the food."
Revised,Lookout,Farmers of the Moor,M,15,Minor Improvement,,Peat Burn-off,,,,X,Farm Planner,"You immediately get 1 fuel. Additionally, you can immediately exchange 1 moor for 1 field tile."
Revised,Lookout,Farmers of the Moor,M,16,Minor Improvement,,Clear Felling,,,At Most 3 Forests,X,Farm Planner,"You immediately get 2 wood. On each of up to 2 farmyard spaces containing nothing but exactly 1 forest, you can immediately turn that forest to the moor side."
Revised,Lookout,Farmers of the Moor,M,17,Minor Improvement,,Reforestation,,,3 Major Improvements,X,Actions Booster,Place 1 forest on an unused farmyard space.
Revised,Lookout,Farmers of the Moor,M,18,Minor Improvement,,Register of Craftsmen,,,2 Major Improvements,X,Goods Provider,"Immediately acquire your choice of the Joinery, Pottery, or Basketmaker's Workshop without placing a person. You pay 1 stone less for it."
Revised,Lookout,Farmers of the Moor,M,19,Minor Improvement,,Lawn Turf,,,4 Improvements,X,Goods Provider,"If you have exactly 3/4/5/6/7 unused farmyard spaces, you immediately get 1/2/3/4/5 fuel."
Revised,Lookout,Farmers of the Moor,M,20,Minor Improvement,,Peat Pellets,,,1 Major Improvement,X,Goods Provider,You immediately get 1 fuel for each visible moor that you have.
Revised,Lookout,Farmers of the Moor,M,21,Minor Improvement,,Peat-Cutting Expedition,4 Food,,,X,Goods Provider,"Immediately remove any number of visible moors from your farmyard and get 1 bonus point and 2 fuel each. Additionally, if you have at least 2/4/5/6 horses, you immediately get 1/2/3/4 fuel."
Revised,Lookout,Farmers of the Moor,M,22,Minor Improvement,,Ecological Niche,,,,X,Goods Provider,You immediately get 2 food if you have an animal type that no one else has; 1 food each if only you are growing grain and/or vegetables; 1 fuel each if you have the single most forests and/or moors.
Revised,Lookout,Farmers of the Moor,M,23,Minor Improvement,,Edge of the Forest,,,3 Improvements,X,Goods Provider,"You immediately get 1 food for each of your fence spaces between a forest and a field, and 1 fuel for each of your fence spaces between a forest and a moor."
Revised,Lookout,Farmers of the Moor,M,24,Minor Improvement,,Basic Supplies,1 Vegetable,,,X,Goods Provider,"You immediately get goods until you have at least 1 fuel, 1 food, 1 wood, 1 clay, 1 reed, 1 stone, and 1 grain in your supply."
Revised,Lookout,Farmers of the Moor,M,25,Minor Improvement,,Household Inventory,1 Food,,"1 Field, 1 Pasture or 1 Stable",X,Goods Provider,"If you have exactly 5/6/7/8/9/10 unused farmyard spaces, you immediately get the following 1/2/3/4/5/6 goods (in this order): 1 reed, 1 grain, 1 cattle, 1 stone, 1 vegetable, 1 horse."
Revised,Lookout,Farmers of the Moor,M,26,Minor Improvement,,Chimney Hood,1 Clay,,,X,Food Provider,You immediately get as much food as you would get from one of your baking improvements if you baked 1 grain.
Revised,Lookout,Farmers of the Moor,M,27,Minor Improvement,,Garden Path,1 Clay,,At Least 1 Forest,X,Building Resource Provider,"You immediately get 3 wood. The player to your left must immediately place the ""Garden Path"" token in front of them."
Revised,Lookout,Farmers of the Moor,M,28,Minor Improvement,,Out on the Wallaby,,,,X,Building Resource Provider,"You immediately get goods for each craft building that you have: 3 wood for the Joinery, 3 clay for the Pottery, 2 reed for the Basketmaker's Workshop"
Revised,Lookout,Farmers of the Moor,M,29,Minor Improvement,,Tinker,1 Food,,3 Major Improvements,X,Building Resource Provider,"If you have at least one of the ""Joinery"", ""Pottery"", or ""Basketmaker's Workshop"" major improvements, you immediately get 1 wood, 1 clay, 1 reed, and 1 stone."
Revised,Lookout,Farmers of the Moor,M,30,Minor Improvement,,Farm Animal Market,1 Food,,,X,Livestock Provider,You can immediately exchange exactly 2 sheep for 1 cattle and 1 horse. (You may not exchange only 1 sheep.)
Revised,Lookout,Farmers of the Moor,M,31,Minor Improvement,,Livestock Market,,,5 Animals,X,Livestock Provider,"You can immediately exchange up to 3 animals (of any type) at the same time, if you can accommodate them: Sheep → Wild Boar → Cattle → Horse"
Revised,Lookout,Farmers of the Moor,M,32,Minor Improvement,,Peat Hut,"5 Fuel,2 Reed",1,,,Farm Planner,"This card provides room for one person. In the feeding phase of each harvest, it must be heated with 1 fuel. Instead of a ""Renovation"" action, you can remove this card from play and add 1 wooden room to you wood house at no cost."
Revised,Lookout,Farmers of the Moor,M,33,Minor Improvement,,Night Pasture,2 Clay,,,,Farm Planner,You can keep up to 3 animals of any type on this card; the other players can each keep an additional 1 animal on it. The animals on this card count as only yours when animals breed. You are always the last player to breed in the breeding phase.
Revised,Lookout,Farmers of the Moor,M,34,Minor Improvement,,Home Wood,,,3 Improvements,,Farm Planner,You can keep exactly 1 animal—except sheep—on each farmyard space containing at least 1 forest.
Revised,Lookout,Farmers of the Moor,M,35,Minor Improvement,,Horse Trough,1 Stone,,,,Farm Planner,"You can keep up to 2 horses in an unused farmyard space adjacent to your house. Even if you do, this farmyard space is still considered unused. You can change in which farmyard space you keep the horses."
Revised,Lookout,Farmers of the Moor,M,36,Minor Improvement,,Peat Moss,,,No Moors,,Farm Planner,Wooden rooms only cost you 3 wood and 1 reed each.
Revised,Lookout,Farmers of the Moor,M,37,Minor Improvement,,Building Plan,1 Food,,,,Farm Planner,"Each time after you build at least 2 roms at once, you can build up to 2 tables without paying wood."
Revised,Lookout,Farmers of the Moor,M,38,Minor Improvement,,Nature Reserve,1 Food,,1 Pasture,,Farm Planner,"Immediately fence a farmyard space containing at least 1 forest or moor that is adjacent to a pasture, without paying wood for the fences. Once there are no tiles left in the fenced area, the farmyard space becomes a pasture."
Revised,Lookout,Farmers of the Moor,M,39,Minor Improvement,,Special Pasture,2 Wood,,1 Pasture,,Farm Planner,"Immediately fence a farmyard space that is not adjacent to an existing pasture, without paying wood for the fences. You can connect your pastures later. All future pastures must be adjacent to at least one existing pasture."
Revised,Lookout,Farmers of the Moor,M,40,Minor Improvement,,Moor Fire,,,2 Moors,,Farm Planner,"Once you only have 1 remaining moor, at any time, you can exchange it for 1 field tile."
Revised,Lookout,Farmers of the Moor,M,41,Minor Improvement,,Cattle Collar,1 Wood,1,Play in Round 8 or Later,,Farm Planner,"Each time after you use the ""Farmland"" or ""Cultivation"" action space or take the ""Slash and Burn"" special action, if you have at least 1 cattle, you can plow 1 additional field."
Revised,Lookout,Farmers of the Moor,M,42,Minor Improvement,,Deep Plow,3 Wood,2,2 Improvements,,Farm Planner,"You can immediately place 1 moor on an unused farmyard space. Each time you use the ""Farmland"" or ""Cultivation"" action space, you can also exchange 1 moor for 1 field tile."
Revised,Lookout,Farmers of the Moor,M,43,Minor Improvement,,Wild Fields,2 Food,,2 Fields,,Farm Planner,"Each time after you build at least 2 rooms at once, you can build up to 2 stables without paying wood."
Revised,Lookout,Farmers of the Moor,M,44,Minor Improvement,,Swamp,,,Play in Round 4 or Before,,Farm Planner,"Place 1 morr on round space 12. At the start of that round, you can place the moor on an unused farmyard space."
Revised,Lookout,Farmers of the Moor,M,45,Minor Improvement,,Tree Nursery,1 Wood,,No Improvements,,Farm Planner,"Place 1 forest each on the round spaces 12 and 13. At the start of these rounds, you can place the forest on an unused farmyard space."
Revised,Lookout,Farmers of the Moor,M,46,Minor Improvement,,Thicket,,,4 Forests,,Farm Planner,"Choose up to 2 of your forests and place 1 additional forest on top of each of them. You cannot take the ""Slash and Burn"" special action on these farmyard spaces unless you remove a tile with a ""Fell Trees"" special action first."
Revised,Lookout,Farmers of the Moor,M,47,Minor Improvement,,Bog Forest,1 Food,,3 Improvements,,Farm Planner,"Place 1 forest each on as many of your moors as you wish. You cannot take the ""Slash and Burn"" special action or use the covered moor on these farmaryard spaces unless you remove the forest with a ""Fell Trees"" special action first."
Revised,Lookout,Farmers of the Moor,M,48,Minor Improvement,,Forest Swamp,,,2 Major Improvements,,Farm Planner,"Each time you take the ""Cut Peat"" special action, add 4 to the current round and place 1 forest on the corresponding round space. At the start of that round, you can place the forest on an unused farmyard space."
Revised,Lookout,Farmers of the Moor,M,49,Minor Improvement,,Surveyor's Map,2 Food,,Play in Round 2 or before,,Farm Planner,"Place a field tile on round space 11, a moor on round space 12, and a forest on round space 13. At the start of these rounds, you can place the respective tile on an unused farmyard space (per the normal rules)."
Revised,Lookout,Farmers of the Moor,M,50,Minor Improvement,,Farm Extension,1 Clay,1,,,Farm Planner,Place a farmyard extension at one of the four sides of your farmyard board. Both new farmyard spaces must be adjacent to existing farmyard spaces.
Revised,Lookout,Farmers of the Moor,M,51,Minor Improvement,,Moor Enclosures,1 Stone,1,Clay House,,Farm Planner,Place a farmyard extension at one of the four sides of your farmyard board and place 1 moor on each of the 2 new farmyard spaces. Both new farmyard spaces must be adjacent to existing farmyard spaces.
Revised,Lookout,Farmers of the Moor,M,52,Minor Improvement,,Wedding Coach,"2 Wood,1 Vegetable",,4 Horses,,Actions Booster,"When you play this card, you can immediately take a ""Family Growth without Room"" action without placing a person. Place the newborn on this card until the returning home phase."
Revised,Lookout,Farmers of the Moor,M,53,Minor Improvement,,Forest Hut,2 Wood,1,,,Actions Booster,"Place 1 person from your supply on a forest. Once you remove the forest, you can place the person that round. In the returning home phase of the round, return the person to your supply. Until then, you cannot use it for family growth."
Revised,Lookout,Farmers of the Moor,M,54,Minor Improvement,,Agricultural Implement,1 Wood,,,,Actions Booster,"Immediately after each time you use the ""Farmland"" or ""cultivation"" action space, you can take a face-up special action card. (The special action card costs 0 or 2 food, as usual.)"
Revised,Lookout,Farmers of the Moor,M,55,Minor Improvement,,Tool Shed,"1 Wood,1 Clay",1,2 Improvements,,Actions Booster,"Once per round, immediately before or after you take the ""Slash and Burn"" or ""Cut Peat"" special action, you can also take the respective other special action."
Revised,Lookout,Farmers of the Moor,M,56,Minor Improvement,,Peat-Cutting Rights,,,1 Horse,,Actions Booster,"Add 4 and 7 to the current round and place 1 fuel on each corresponding round space. At the start of these rounds, you can discard the fuel and take the ""Cut Peat"" special action by taking the appropriate special action card."
Revised,Lookout,Farmers of the Moor,M,57,Minor Improvement,,Taps,,,2 Improvements,,Actions Booster,"In each work phase, after you have placed all of your people, when it would be your turn again, you get exactly one more turn in which you can take a face-up special action card. (The special action card costs 0 or 2 food, as usual.)"
Revised,Lookout,Farmers of the Moor,M,58,Minor Improvement,,Peat Fertilizer,,,2 Fields,,Actions Booster,"Each time after you take the ""Cut Peat"" special action, you can also take a ""Sow"" action."
Revised,Lookout,Farmers of the Moor,M,59,Minor Improvement,,Nature's Fertilizer,2 Food,,1 Major Improvement,,Actions Booster,"Each time after you take the ""Slash and Burn"" special action, you also get a ""Sow"" action for the new field only. This also applies when you exchange 1 moore for 1 field tile via a minor improvement."
Revised,Lookout,Farmers of the Moor,M,60,Minor Improvement,,Sowing Machine,3 Wood,1,1 Horse,,Actions Booster,"Each time after you take a special action, if you then have at least 2 horses, you can also take a ""Sow"" action."
Revised,Lookout,Farmers of the Moor,M,61,Minor Improvement,,Hay Wagon,2 Wood,1,2 Horses,,Actions Booster,"Each time after you take at least 3 wood, 3 clay, 2 reed, or 2 stone from an accumulation space, you can take a ""Build Rooms"" or ""Renovation"" action without placing a person."
Revised,Lookout,Farmers of the Moor,M,62,Minor Improvement,,Hearth Brush,1 Reed,,,,Actions Booster,"You can immediately move up the Tiled Oven. From the next round on, you can build it immediately after a person action by paying its cost. During scoring, it is worth 1 additional bonus point for you."
Revised,Lookout,Farmers of the Moor,M,63,Minor Improvement,,Personal Letter,,,2 Major Improvements,,Actions Booster,"You can immediately move up the Village Church. From the next round on, you can build it immediately after a person action by paying its cost. During scoring, the Church and Village Church are each worth 1 additional bonus point for you."
Revised,Lookout,Farmers of the Moor,M,64,Minor Improvement,,Family Burial Plot,1 Stone,1,Stone House,,Points Provider,"When you play this card, you can immediately place the ""Tombstone"" token on an unused farmyard space. That space counts as used but it is blocked for the rest of the game. During scoring, it is worth 1 additional bonus point."
Revised,Lookout,Farmers of the Moor,M,65,Minor Improvement,,Fire Brigade,"1 Clay,1 Stone",,4 Food and 4 Fuel*,,Points Provider,"When you play this card, you immediately get 2 food. Additionally , if there are forests on at least 2/3/4/5 of your farmyard spaces, you immediately get 1/2/3/4 bonus points. (*Crops and wood do not count but you can exchange them.)"
Revised,Lookout,Farmers of the Moor,M,66,Minor Improvement,,Land Parcel,,,At Most 2 Improvements,,Points Provider,"Place 1 forest on an unused farmyard space. During scoring, if you have 1/2/3+ unused farmyard spaces, you get +2/-1/-3 bonus points (on top of the negative points for the unused spaces)."
Revised,Lookout,Farmers of the Moor,M,67,Minor Improvement,,Chamber of Commerce,"2 Clay, 1 Stone",1,,,Points Provider,"When you play this card, you immediately get 1 wood and 1 reed. During scoring, you get 1 additional bonus point for each of the ""Joinery"", ""Pottery"", and ""Basketmaker's Workshop"" major improvements that you have."
Revised,Lookout,Farmers of the Moor,M,68,Minor/Major Improvement,,Church,Remove Your Village Church* from Play,5,,,Points Provider,"Returning home phase: At most 1 time 1 Fuel → 1 bonus point When you build this upgrade, you immediately get 2 food. (*The Village Church starts under the Well.)"
Revised,Lookout,Farmers of the Moor,M,69,Minor Improvement,,Leather Saddle,1 Food,1,2 Horses,,Points Provider,"Each time you have at least 3 horses, you get 1 bonus point for each cattle that you turn into food."
Revised,Lookout,Farmers of the Moor,M,70,Minor Improvement,,Moor Archaeology,,1,Clay House,,Points Provider,"Each time you take the ""Cut Peat"" special action, you can place 1 fence from your supply on the emptied farmyard space. That space counts as used but it is blocked for the rest of the game. During scoring, it is worth 1 additional bonus point."
Revised,Lookout,Farmers of the Moor,M,71,Minor Improvement,,Bog Body,,1,At Least 1 Moor,,Points Provider,"During scoring, the owner of the Museum of the Moors and owner of the Living History Museum each get 1 bonus point. (The Museum of the Moors is a major improvement; the Living History Museum is a minor improvement.)"
Revised,Lookout,Farmers of the Moor,M,72,Minor Improvement,,Oven Damper,2 Stone,1,,,Points Provider,"When you play this card, you immediately get 3 fuel. During scoring, you get 1 additional bonus point each for the ""Clay Oven"", ""Stone Oven"", ""Heating OVen"", and ""Tiled Oven"" major improvements and the ""Oven Installation"" upgrade."
Revised,Lookout,Farmers of the Moor,M,73,Minor Improvement,,Stock-Breeding Prize,1 Grain,,No unused Farmyard Spaces*,,Points Provider,"During scoring, if you have at least 1 animal of each of the 4 types, you get 1 bonus point for each other player in the game. These points are doubled or tripled if you have 2 or 3 animals of each type, respectively."
Revised,Lookout,Farmers of the Moor,M,74,Minor Improvement,,Administration,"1 Wood,2 Clay",,At Most 4 Improvements in Hand*,,Points Provider,"When you play this card, you immediately get 2 food. In the harvest at the end of round 14, for each major improvement you have, you can exchange 1 food for 1 bonus point. (*including this card)"
Revised,Lookout,Farmers of the Moor,M,75,Minor Improvement,,Fuel Storage,"1 Clay,1 Reed",1,,,Goods Provider,"Add 1, 3, 5, 7, 9, and 11 to the current round. Alternate placing 1 wood and 1 fuel on the corresponding round spaces, starting with wood. At the start of these rounds, you get the good."
Revised,Lookout,Farmers of the Moor,M,76,Minor Improvement,,Flatboat,4 Wood,,,,Goods Provider,"Alternate placing 1 fuel and 1 horse on each of the next 7 round spaces, starting with fuel. At the start of these rounds, you get the respective good."
Revised,Lookout,Farmers of the Moor,M,77,Minor Improvement,,Drying Field,2 Food,1,,,Goods Provider,"Each time you take the ""Cut Peat"" special action, add 3 to the current round and place 2 fuel on the corresponding round space. At the start of that round, you get the fuel."
Revised,Lookout,Farmers of the Moor,M,78,Minor Improvement,,Barge,3 Wood,1,2 Improvements,,Goods Provider,"Alternate placing 1 fuel and 1 food on each remaining round space, starting with fuel. At the start of these rounds, you get the respective good."
Revised,Lookout,Farmers of the Moor,M,79,Minor Improvement,,Peat Sled,1 Wood,,,,Goods Provider,"Add your choice of 2/4/7/10 to the current round and place 3/4/5/6 fuel on the corresponding round space. At the start of that round, you get the fuel."
Revised,Lookout,Farmers of the Moor,M,80,Minor Improvement,,Advance Payment,,-4,,,Goods Provider,"You immediately get 1 fuel, 1 food, 1 wood, 1 clay, 1 reed, 1 stone, 1 sheep, and 1 grain."
Revised,Lookout,Farmers of the Moor,M,81,Minor Improvement,,Peat Boat,"3 Wood,2 Reed",3,,,Goods Provider,At any time: 3 Fuel → 2 Wood/2 Clay; 4 Fuel → 2 Reed/2 Stone; 2 Fuel → 1 Grain; 3 Fuel → 1 Vegetable (You cannot get only one of a building resource from this.)
Revised,Lookout,Farmers of the Moor,M,82,Minor Improvement,,Firewood,1 Wood,,1 Major Improvement,,Goods Provider,"When you play this card, you immediately get 1 fuel. During each harvest, if you exchange at least 1 wood for 1 fuel to heat your house, you need a total of 1 fuel less to heat it."
Revised,Lookout,Farmers of the Moor,M,83,Minor Improvement,,Coal Seam,"1 Wood,1 Clay",1,,,Goods Provider,"When you play this card, you immediately get 1 fuel. Each time you take the ""Hiring Fair"" special action or use the ""Day Laborer"" action space, you also get 1 fuel."
Revised,Lookout,Farmers of the Moor,M,84,Minor Improvement,,Bog Pony,,,1 Major Improvement,,Goods Provider,"At any time, you can lie a standing horse on its side to get 2 fuel. Lying horses do not count for breeding and are only worth 1/2 point during scoring. They can, however be turned into food with an appropriate improvement."
Revised,Lookout,Farmers of the Moor,M,85,Minor/Major Improvement,,Oven Installation,Return the Heating Oven*,,,,Goods Provider,You no longer need to heat your house. (*The Heating Oven starts under the Clay Oven.)
Revised,Lookout,Farmers of the Moor,M,86,Minor Improvement,,Spinning Mill,"2 Wood,2 Clay",2,1 Sheep,,Goods Provider,"For every 2 sheep that you have in the field phase of each harvest, you pay 1 fuel less to heat your house in the feeding phase of that harvest, but not less than 0 fuel."
Revised,Lookout,Farmers of the Moor,M,87,Minor Improvement,,Peat Barge,2 Wood,1,,,Goods Provider,"Each time you use the ""Fishing"" accumulation space, you also get 2 fuel."
Revised,Lookout,Farmers of the Moor,M,88,Minor Improvement,,Peat Iron,1 Wood,,,,Goods Provider,"At the start of each harvest, if you have at least 2 moors, you get 1 fuel."
Revised,Lookout,Farmers of the Moor,M,89,Minor Improvement,,Birthing House,"2 Clay,1 Stone",2,,,Goods Provider,"Immediately after each time you take a ""Family Growth"" action (with or without room), you get 1 fuel, 1 food, and 1 bonus point."
Revised,Lookout,Farmers of the Moor,M,90,Minor Improvement,,Winter Storehouse,"1 Wood,2 Clay",,,,Goods Provider,"Place 3 usage counters on this card. At any time, you can return 1 usage counter from this card to get as much fuel and food until you have at least 2 fuel and 2 food."
Revised,Lookout,Farmers of the Moor,M,91,Minor Improvement,,Routine Work,1 Food,,No Improvements,,Goods Provider,"Each harvest, you get your choice of 1 fuel or food for each of your craft buildings (Joinery, Pottery, and Baskmaker's Workshop) that you choose not to use to turn a building resource into food."
Revised,Lookout,Farmers of the Moor,M,92,Minor Improvement,,Arid Field,,,3 Improvements,,Goods Provider,"Each time you take the ""Cut Peat"" special action, place 1 fuel and 1 food on the emptied farmyard space. This farmyard space is still considered unused. You get the goods once the farmyard space is no longer unused."
Revised,Lookout,Farmers of the Moor,M,93,Minor Improvement,,Farmhands' Quarters,"1 Wood,1 Reed",,,,Goods Provider,"Each time you build a major improvement, you can replace 1 building resource of your choice with 1 fuel. Each time you get an improvement in your hand from the player to your right, you also get 1 food."
Revised,Lookout,Farmers of the Moor,M,94,Minor Improvement,,Peat Bath,"1 Wood,1 Clay",1,,,Food Provider,"Each time you use the ""Infirmary"" action space, place 1 food on as many of the next round spaces as there are moors visible on your farmyard board. At the start of these rounds, you get the food."
Revised,Lookout,Farmers of the Moor,M,95,Minor Improvement,,Fallow Fields,,,,,Food Provider,Place 2 food on each of up to 3 of your empty fields. You cannot harvest the food. You get it when you sow in these fields.
Revised,Lookout,Farmers of the Moor,M,96,Minor Improvement,,Fallow Land,,,2 Improvements,,Food Provider,"Each time you take the ""Fell Trees"" or ""Cut Peat"" special action, place 1 food on the emptied farmyard space. This farmyard space is still considered unused. Once the farmyard space is no longer unused, you get the food."
Revised,Lookout,Farmers of the Moor,M,97,Minor Improvement,,Village Hall,"2 Wood,2 Clay",1,,,Food Provider,"At the start of each returning home phase in which there is no special action card in front of you, you get 2 food."
Revised,Lookout,Farmers of the Moor,M,98,Minor Improvement,,Fish Smokehouse,"1 Wood,2 Clay",2,,,Food Provider,"Each time you use the ""Fishing"" accumulation space, you can pay 1 fuel to get an additional 3 food."
